ticker,calendar_quarter,capex,diluted_shares,eps_diluted,gross_profit,net_income,operating_income,revenue,gross_margin,operating_margin,net_margin,eps_diluted_calc
AMD,2012Q4,,747000000.0,-0.63,178000000.0,-473000000.0,-422000000.0,1155000000.0,0.15411255411255412,-0.36536796536796534,-0.4095238095238095,-0.6331994645247657
AMD,2013Q1,,749000000.0,-0.19,445000000.0,-146000000.0,-98000000.0,1088000000.0,0.40900735294117646,-0.0900735294117647,-0.13419117647058823,-0.19492656875834447
AMD,2013Q2,,752000000.0,-0.1,459000000.0,-74000000.0,-29000000.0,1161000000.0,0.3953488372093023,-0.024978466838931956,-0.06373815676141258,-0.09840425531914894
AMD,2013Q3,,764000000.0,0.06,521000000.0,48000000.0,95000000.0,1461000000.0,0.35660506502395617,0.0650239561943874,0.03285420944558522,0.06282722513089005
AMD,2013Q4,,766000000.0,0.12,553000000.0,89000000.0,135000000.0,1589000000.0,0.34801762114537443,0.08495909376966645,0.05601006922592826,0.11618798955613577
AMD,2014Q1,,761000000.0,-0.03,487000000.0,-20000000.0,49000000.0,1397000000.0,0.34860415175375803,0.03507516105941303,-0.014316392269148175,-0.026281208935611037
AMD,2014Q2,,764000000.0,-0.05,498000000.0,-36000000.0,63000000.0,1441000000.0,0.34559333795975017,0.04371963913948647,-0.02498265093684941,-0.04712041884816754
AMD,2014Q3,,785000000.0,0.02,494000000.0,17000000.0,63000000.0,1429000000.0,0.3456962911126662,0.044086773967809655,0.011896431070678797,0.02165605095541401
AMD,2014Q4,,776000000.0,-0.47,360000000.0,-364000000.0,-330000000.0,1239000000.0,0.29055690072639223,-0.26634382566585957,-0.2937853107344633,-0.4690721649484536
AMD,2015Q1,,777000000.0,-0.23,326000000.0,-180000000.0,-137000000.0,1030000000.0,0.31650485436893205,-0.13300970873786408,-0.17475728155339806,-0.23166023166023167
AMD,2015Q2,,778000000.0,-0.23,232000000.0,-181000000.0,-137000000.0,942000000.0,0.24628450106157113,-0.1454352441613588,-0.1921443736730361,-0.2326478149100257
AMD,2015Q3,,785000000.0,-0.25,239000000.0,-197000000.0,-158000000.0,1061000000.0,0.22525918944392084,-0.14891611687087652,-0.18567389255419417,-0.25095541401273885
AMD,2015Q4,,791000000.0,-0.13,283000000.0,-102000000.0,-49000000.0,958000000.0,0.2954070981210856,-0.0511482254697286,-0.10647181628392484,-0.12895069532237674
AMD,2016Q1,,793000000.0,-0.14,269000000.0,-109000000.0,-68000000.0,832000000.0,0.3233173076923077,-0.08173076923076923,-0.1310096153846154,-0.13745271122320302
AMD,2016Q2,,821000000.0,0.08,319000000.0,69000000.0,-8000000.0,1027000000.0,0.31061343719571566,-0.007789678675754625,0.06718597857838364,0.08404384896467722
AMD,2016Q3,,815000000.0,-0.5,59000000.0,-406000000.0,-293000000.0,1307000000.0,0.045141545524101,-0.22417750573833206,-0.31063504208110176,-0.498159509202454
